sides,defector,cooperator,radio,pay,factor,tolerance,n_rows,mean_info_generations,colapso,equilibrio
20,0.2,0.8,1,1.0,1.4,7,2000,18.9125,1985,15
20,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.5,0,2000,18.9125,1985,15
20,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
20,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.0,3,2000,2.784,2000,0
30,0.2,0.8,1,1.0,1.0,12,2000,4.139,2000,0
30,0.2,0.8,1,1.0,1.0,23,2000,7.0185,2000,0
30,0.2,0.8,1,1.0,1.0,34,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.1,0,2000,2.784,2000,0
30,0.2,0.8,1,1.0,1.1,3,2000,4.139,2000,0
30,0.2,0.8,1,1.0,1.1,15,2000,7.0185,2000,0
30,0.2,0.8,1,1.0,1.1,27,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.2,0,2000,4.139,2000,0
30,0.2,0.8,1,1.0,1.2,7,2000,7.0185,2000,0
30,0.2,0.8,1,1.0,1.2,20,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.3,0,2000,7.0185,2000,0
30,0.2,0.8,1,1.0,1.3,14,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.4,0,2000,7.0185,2000,0
30,0.2,0.8,1,1.0,1.4,7,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.5,0,2000,21.173,2000,0
30,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
30,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.0,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.0,12,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.0,34,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.5,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.5,17,2000,49.0,0,2000
30,0.2,0.8,1,1.0,2.5,45,2000,49.0,0,2000
30,0.2,0.8,1,1.0,3.0,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,3.5,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,4.0,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,4.5,0,2000,49.0,0,2000
30,0.2,0.8,1,1.0,5.0,0,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.0,0,2000,2.945,2000,0
40,0.2,0.8,1,1.0,1.0,12,2000,4.2945,2000,0
40,0.2,0.8,1,1.0,1.0,23,2000,7.3905,2000,0
40,0.2,0.8,1,1.0,1.0,34,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.1,0,2000,2.945,2000,0
40,0.2,0.8,1,1.0,1.1,3,2000,4.2945,2000,0
40,0.2,0.8,1,1.0,1.1,15,2000,7.3905,2000,0
40,0.2,0.8,1,1.0,1.1,27,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.2,0,2000,4.2945,2000,0
40,0.2,0.8,1,1.0,1.2,7,2000,7.3905,2000,0
40,0.2,0.8,1,1.0,1.2,20,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.3,0,2000,7.3905,2000,0
40,0.2,0.8,1,1.0,1.3,14,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.4,0,2000,7.3905,2000,0
40,0.2,0.8,1,1.0,1.4,7,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.5,0,2000,22.8465,2000,0
40,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
40,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.0,0,2000,3.012,2000,0
50,0.2,0.8,1,1.0,1.0,12,2000,4.439,2000,0
50,0.2,0.8,1,1.0,1.0,23,2000,7.6705,2000,0
50,0.2,0.8,1,1.0,1.0,34,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.1,0,2000,3.012,2000,0
50,0.2,0.8,1,1.0,1.1,3,2000,4.439,2000,0
50,0.2,0.8,1,1.0,1.1,15,2000,7.6705,2000,0
50,0.2,0.8,1,1.0,1.1,27,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.2,0,2000,4.439,2000,0
50,0.2,0.8,1,1.0,1.2,7,2000,7.6705,2000,0
50,0.2,0.8,1,1.0,1.2,20,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.3,0,2000,7.6705,2000,0
50,0.2,0.8,1,1.0,1.3,14,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.4,0,2000,7.6705,2000,0
50,0.2,0.8,1,1.0,1.4,7,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.5,0,2000,24.1945,2000,0
50,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
50,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.0,0,2000,3.035,2000,0
60,0.2,0.8,1,1.0,1.0,12,2000,4.555,2000,0
60,0.2,0.8,1,1.0,1.0,23,2000,7.8895,2000,0
60,0.2,0.8,1,1.0,1.0,34,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.1,0,2000,3.035,2000,0
60,0.2,0.8,1,1.0,1.1,3,2000,4.555,2000,0
60,0.2,0.8,1,1.0,1.1,15,2000,7.8895,2000,0
60,0.2,0.8,1,1.0,1.1,27,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.2,0,2000,4.555,2000,0
60,0.2,0.8,1,1.0,1.2,7,2000,7.8895,2000,0
60,0.2,0.8,1,1.0,1.2,20,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.3,0,2000,7.8895,2000,0
60,0.2,0.8,1,1.0,1.3,14,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.4,0,2000,7.8895,2000,0
60,0.2,0.8,1,1.0,1.4,7,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.5,0,2000,25.0115,2000,0
60,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
60,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.0,0,2000,3.0475,2000,0
70,0.2,0.8,1,1.0,1.0,12,2000,4.6795,2000,0
70,0.2,0.8,1,1.0,1.0,23,2000,8.066,2000,0
70,0.2,0.8,1,1.0,1.0,34,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.1,0,2000,3.0475,2000,0
70,0.2,0.8,1,1.0,1.1,3,2000,4.6795,2000,0
70,0.2,0.8,1,1.0,1.1,15,2000,8.066,2000,0
70,0.2,0.8,1,1.0,1.1,27,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.2,0,2000,4.6795,2000,0
70,0.2,0.8,1,1.0,1.2,7,2000,8.066,2000,0
70,0.2,0.8,1,1.0,1.2,20,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.3,0,2000,8.066,2000,0
70,0.2,0.8,1,1.0,1.3,14,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.4,0,2000,8.066,2000,0
70,0.2,0.8,1,1.0,1.4,7,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.5,0,2000,25.801,2000,0
70,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
70,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.0,0,2000,3.0675,2000,0
80,0.2,0.8,1,1.0,1.0,12,2000,4.7885,2000,0
80,0.2,0.8,1,1.0,1.0,23,2000,8.2785,2000,0
80,0.2,0.8,1,1.0,1.0,34,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.1,0,2000,3.0675,2000,0
80,0.2,0.8,1,1.0,1.1,3,2000,4.7885,2000,0
80,0.2,0.8,1,1.0,1.1,15,2000,8.2785,2000,0
80,0.2,0.8,1,1.0,1.1,27,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.2,0,2000,4.7885,2000,0
80,0.2,0.8,1,1.0,1.2,7,2000,8.2785,2000,0
80,0.2,0.8,1,1.0,1.2,20,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.3,0,2000,8.2785,2000,0
80,0.2,0.8,1,1.0,1.3,14,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.3,28,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.3,43,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.3,57,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.3,72,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.3,86,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.4,0,2000,8.2785,2000,0
80,0.2,0.8,1,1.0,1.4,7,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.4,23,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.4,38,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.4,54,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.4,69,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.4,85,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.5,0,2000,26.498,2000,0
80,0.2,0.8,1,1.0,1.5,17,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.5,34,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.5,51,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.5,67,2000,49.0,0,2000
80,0.2,0.8,1,1.0,1.5,84,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.0,0,2000,3.0885,2000,0
90,0.2,0.8,1,1.0,1.0,12,2000,4.898,2000,0
90,0.2,0.8,1,1.0,1.0,23,2000,8.364,2000,0
90,0.2,0.8,1,1.0,1.0,34,2000,27.0515,2000,0
90,0.2,0.8,1,1.0,1.0,45,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.0,56,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.0,67,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.0,78,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.0,89,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.1,0,2000,3.0885,2000,0
90,0.2,0.8,1,1.0,1.1,3,2000,4.898,2000,0
90,0.2,0.8,1,1.0,1.1,15,2000,8.364,2000,0
90,0.2,0.8,1,1.0,1.1,27,2000,27.0515,2000,0
90,0.2,0.8,1,1.0,1.1,39,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.1,52,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.1,64,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.1,76,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.1,88,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.2,0,2000,4.898,2000,0
90,0.2,0.8,1,1.0,1.2,7,2000,8.364,2000,0
90,0.2,0.8,1,1.0,1.2,20,2000,27.0515,2000,0
90,0.2,0.8,1,1.0,1.2,34,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.2,47,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.2,60,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.2,74,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.2,87,2000,49.0,0,2000
90,0.2,0.8,1,1.0,1.3,0,2000,8.364,2000,0
