sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations,status_undetermined
60,0.2,0.8,1,1,1.5,0,0,21,False
60,0.2,0.8,1,1,1.5,0,1,24,False
60,0.2,0.8,1,1,1.5,0,2,27,False
60,0.2,0.8,1,1,1.5,0,3,28,False
60,0.2,0.8,1,1,1.5,0,4,20,False
60,0.2,0.8,1,1,1.5,0,5,29,False
60,0.2,0.8,1,1,1.5,0,6,31,False
60,0.2,0.8,1,1,1.5,0,7,29,False
60,0.2,0.8,1,1,1.5,0,8,28,False
60,0.2,0.8,1,1,1.5,0,9,25,False
60,0.2,0.8,1,1,1.5,0,10,24,False
60,0.2,0.8,1,1,1.5,0,11,28,False
60,0.2,0.8,1,1,1.5,0,12,25,False
60,0.2,0.8,1,1,1.5,0,13,26,False
60,0.2,0.8,1,1,1.5,0,14,21,False
60,0.2,0.8,1,1,1.5,0,15,28,False
60,0.2,0.8,1,1,1.5,0,16,23,False
60,0.2,0.8,1,1,1.5,0,17,27,False
60,0.2,0.8,1,1,1.5,0,18,22,False
60,0.2,0.8,1,1,1.5,0,19,25,False
60,0.2,0.8,1,1,1.5,0,20,23,False
60,0.2,0.8,1,1,1.5,0,21,21,False
60,0.2,0.8,1,1,1.5,0,22,23,False
60,0.2,0.8,1,1,1.5,0,23,28,False
60,0.2,0.8,1,1,1.5,0,24,22,False
60,0.2,0.8,1,1,1.5,0,25,26,False
60,0.2,0.8,1,1,1.5,0,26,27,False
60,0.2,0.8,1,1,1.5,0,27,22,False
60,0.2,0.8,1,1,1.5,0,28,19,False
60,0.2,0.8,1,1,1.5,0,29,24,False
60,0.2,0.8,1,1,1.5,0,30,25,False
60,0.2,0.8,1,1,1.5,0,31,27,False
60,0.2,0.8,1,1,1.5,0,32,26,False
60,0.2,0.8,1,1,1.5,0,33,25,False
60,0.2,0.8,1,1,1.5,0,34,27,False
60,0.2,0.8,1,1,1.5,0,35,23,False
60,0.2,0.8,1,1,1.5,0,36,25,False
60,0.2,0.8,1,1,1.5,0,37,20,False
60,0.2,0.8,1,1,1.5,0,38,23,False
60,0.2,0.8,1,1,1.5,0,39,29,False
60,0.2,0.8,1,1,1.5,0,40,21,False
60,0.2,0.8,1,1,1.5,0,41,32,False
60,0.2,0.8,1,1,1.5,0,42,24,False
60,0.2,0.8,1,1,1.5,0,43,31,False
60,0.2,0.8,1,1,1.5,0,44,23,False
60,0.2,0.8,1,1,1.5,0,45,21,False
60,0.2,0.8,1,1,1.5,0,46,28,False
60,0.2,0.8,1,1,1.5,0,47,25,False
60,0.2,0.8,1,1,1.5,0,48,22,False
60,0.2,0.8,1,1,1.5,0,49,26,False
60,0.2,0.8,1,1,1.5,0,50,30,False
60,0.2,0.8,1,1,1.5,0,51,26,False
60,0.2,0.8,1,1,1.5,0,52,29,False
60,0.2,0.8,1,1,1.5,0,53,28,False
60,0.2,0.8,1,1,1.5,0,54,24,False
60,0.2,0.8,1,1,1.5,0,55,25,False
60,0.2,0.8,1,1,1.5,0,56,25,False
60,0.2,0.8,1,1,1.5,0,57,22,False
60,0.2,0.8,1,1,1.5,0,58,28,False
60,0.2,0.8,1,1,1.5,0,59,27,False
60,0.2,0.8,1,1,1.5,0,60,26,False
60,0.2,0.8,1,1,1.5,0,61,23,False
60,0.2,0.8,1,1,1.5,0,62,24,False
60,0.2,0.8,1,1,1.5,0,63,25,False
60,0.2,0.8,1,1,1.5,0,64,23,False
60,0.2,0.8,1,1,1.5,0,65,22,False
60,0.2,0.8,1,1,1.5,0,66,24,False
60,0.2,0.8,1,1,1.5,0,67,29,False
60,0.2,0.8,1,1,1.5,0,68,23,False
60,0.2,0.8,1,1,1.5,0,69,26,False
60,0.2,0.8,1,1,1.5,0,70,21,False
60,0.2,0.8,1,1,1.5,0,71,31,False
60,0.2,0.8,1,1,1.5,0,72,23,False
60,0.2,0.8,1,1,1.5,0,73,23,False
60,0.2,0.8,1,1,1.5,0,74,21,False
60,0.2,0.8,1,1,1.5,0,75,20,False
60,0.2,0.8,1,1,1.5,0,76,23,False
60,0.2,0.8,1,1,1.5,0,77,30,False
60,0.2,0.8,1,1,1.5,0,78,24,False
60,0.2,0.8,1,1,1.5,0,79,28,False
60,0.2,0.8,1,1,1.5,0,80,26,False
60,0.2,0.8,1,1,1.5,0,81,22,False
