sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations,status_undetermined
40,0.2,0.8,1,1,2.5,0,0,2,True
40,0.2,0.8,1,1,2.5,0,1,2,True
40,0.2,0.8,1,1,2.5,0,2,2,True
40,0.2,0.8,1,1,2.5,0,3,3,True
40,0.2,0.8,1,1,2.5,0,4,3,True
40,0.2,0.8,1,1,2.5,0,5,3,True
40,0.2,0.8,1,1,2.5,0,6,1,True
40,0.2,0.8,1,1,2.5,0,7,4,True
40,0.2,0.8,1,1,2.5,0,8,1,True
40,0.2,0.8,1,1,2.5,0,9,2,True
40,0.2,0.8,1,1,2.5,0,10,1,True
40,0.2,0.8,1,1,2.5,0,11,2,True
40,0.2,0.8,1,1,2.5,0,12,1,True
40,0.2,0.8,1,1,2.5,0,13,3,True
40,0.2,0.8,1,1,2.5,0,14,3,True
40,0.2,0.8,1,1,2.5,0,15,2,True
40,0.2,0.8,1,1,2.5,0,16,2,True
40,0.2,0.8,1,1,2.5,0,17,2,True
40,0.2,0.8,1,1,2.5,0,18,2,True
40,0.2,0.8,1,1,2.5,0,19,1,True
40,0.2,0.8,1,1,2.5,0,20,4,True
40,0.2,0.8,1,1,2.5,0,21,2,True
40,0.2,0.8,1,1,2.5,0,22,2,True
40,0.2,0.8,1,1,2.5,0,23,1,True
40,0.2,0.8,1,1,2.5,0,24,1,True
40,0.2,0.8,1,1,2.5,0,25,1,True
40,0.2,0.8,1,1,2.5,0,26,2,True
40,0.2,0.8,1,1,2.5,0,27,3,True
40,0.2,0.8,1,1,2.5,0,28,2,True
40,0.2,0.8,1,1,2.5,0,29,3,True
40,0.2,0.8,1,1,2.5,0,30,2,True
40,0.2,0.8,1,1,2.5,0,31,3,True
40,0.2,0.8,1,1,2.5,0,32,6,True
40,0.2,0.8,1,1,2.5,0,33,3,True
40,0.2,0.8,1,1,2.5,0,34,1,True
40,0.2,0.8,1,1,2.5,0,35,2,True
40,0.2,0.8,1,1,2.5,0,36,1,True
40,0.2,0.8,1,1,2.5,0,37,2,True
40,0.2,0.8,1,1,2.5,0,38,2,True
40,0.2,0.8,1,1,2.5,0,39,1,True
40,0.2,0.8,1,1,2.5,0,40,2,True
40,0.2,0.8,1,1,2.5,0,41,3,True
40,0.2,0.8,1,1,2.5,0,42,3,True
40,0.2,0.8,1,1,2.5,0,43,2,True
40,0.2,0.8,1,1,2.5,0,44,4,True
40,0.2,0.8,1,1,2.5,0,45,3,True
40,0.2,0.8,1,1,2.5,0,46,2,True
40,0.2,0.8,1,1,2.5,0,47,1,True
40,0.2,0.8,1,1,2.5,0,48,1,True
40,0.2,0.8,1,1,2.5,0,49,2,True
40,0.2,0.8,1,1,2.5,0,50,3,True
40,0.2,0.8,1,1,2.5,0,51,2,True
40,0.2,0.8,1,1,2.5,0,52,2,True
40,0.2,0.8,1,1,2.5,0,53,2,True
40,0.2,0.8,1,1,2.5,0,54,4,True
40,0.2,0.8,1,1,2.5,0,55,3,True
40,0.2,0.8,1,1,2.5,0,56,5,True
40,0.2,0.8,1,1,2.5,0,57,3,True
40,0.2,0.8,1,1,2.5,0,58,2,True
40,0.2,0.8,1,1,2.5,0,59,2,True
40,0.2,0.8,1,1,2.5,0,60,2,True
40,0.2,0.8,1,1,2.5,0,61,2,True
40,0.2,0.8,1,1,2.5,0,62,2,True
40,0.2,0.8,1,1,2.5,0,63,1,True
40,0.2,0.8,1,1,2.5,0,64,3,True
40,0.2,0.8,1,1,2.5,0,65,3,True
40,0.2,0.8,1,1,2.5,0,66,1,True
40,0.2,0.8,1,1,2.5,0,67,1,True
40,0.2,0.8,1,1,2.5,0,68,1,True
40,0.2,0.8,1,1,2.5,0,69,2,True
40,0.2,0.8,1,1,2.5,0,70,3,True
40,0.2,0.8,1,1,2.5,0,71,1,True
40,0.2,0.8,1,1,2.5,0,72,3,True
