sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations,status_undetermined
40,0.2,0.8,1,1,2,0,0,6,True
40,0.2,0.8,1,1,2,0,1,7,True
40,0.2,0.8,1,1,2,0,2,7,True
40,0.2,0.8,1,1,2,0,3,5,True
40,0.2,0.8,1,1,2,0,4,12,True
40,0.2,0.8,1,1,2,0,5,6,True
40,0.2,0.8,1,1,2,0,6,5,True
40,0.2,0.8,1,1,2,0,7,10,True
40,0.2,0.8,1,1,2,0,8,9,True
40,0.2,0.8,1,1,2,0,9,4,True
40,0.2,0.8,1,1,2,0,10,8,True
40,0.2,0.8,1,1,2,0,11,6,True
40,0.2,0.8,1,1,2,0,12,2,True
40,0.2,0.8,1,1,2,0,13,6,True
40,0.2,0.8,1,1,2,0,14,12,True
40,0.2,0.8,1,1,2,0,15,18,True
40,0.2,0.8,1,1,2,0,16,10,True
40,0.2,0.8,1,1,2,0,17,5,True
40,0.2,0.8,1,1,2,0,18,6,True
40,0.2,0.8,1,1,2,0,19,10,True
40,0.2,0.8,1,1,2,0,20,7,True
40,0.2,0.8,1,1,2,0,21,7,True
40,0.2,0.8,1,1,2,0,22,17,True
40,0.2,0.8,1,1,2,0,23,8,True
40,0.2,0.8,1,1,2,0,24,7,True
40,0.2,0.8,1,1,2,0,25,8,True
40,0.2,0.8,1,1,2,0,26,5,True
40,0.2,0.8,1,1,2,0,27,6,True
40,0.2,0.8,1,1,2,0,28,8,True
40,0.2,0.8,1,1,2,0,29,7,True
40,0.2,0.8,1,1,2,0,30,4,True
40,0.2,0.8,1,1,2,0,31,7,True
40,0.2,0.8,1,1,2,0,32,5,True
40,0.2,0.8,1,1,2,0,33,16,True
40,0.2,0.8,1,1,2,0,34,8,True
40,0.2,0.8,1,1,2,0,35,5,True
40,0.2,0.8,1,1,2,0,36,6,True
40,0.2,0.8,1,1,2,0,37,4,True
40,0.2,0.8,1,1,2,0,38,7,True
40,0.2,0.8,1,1,2,0,39,9,True
40,0.2,0.8,1,1,2,0,40,5,True
40,0.2,0.8,1,1,2,0,41,8,True
40,0.2,0.8,1,1,2,0,42,6,True
40,0.2,0.8,1,1,2,0,43,7,True
40,0.2,0.8,1,1,2,0,44,6,True
40,0.2,0.8,1,1,2,0,45,6,True
40,0.2,0.8,1,1,2,0,46,8,True
40,0.2,0.8,1,1,2,0,47,8,True
40,0.2,0.8,1,1,2,0,48,5,True
40,0.2,0.8,1,1,2,0,49,9,True
40,0.2,0.8,1,1,2,0,50,10,True
40,0.2,0.8,1,1,2,0,51,6,True
40,0.2,0.8,1,1,2,0,52,6,True
40,0.2,0.8,1,1,2,0,53,10,True
40,0.2,0.8,1,1,2,0,54,6,True
40,0.2,0.8,1,1,2,0,55,8,True
40,0.2,0.8,1,1,2,0,56,7,True
40,0.2,0.8,1,1,2,0,57,5,True
40,0.2,0.8,1,1,2,0,58,8,True
40,0.2,0.8,1,1,2,0,59,5,True
40,0.2,0.8,1,1,2,0,60,8,True
40,0.2,0.8,1,1,2,0,61,8,True
40,0.2,0.8,1,1,2,0,62,7,True
40,0.2,0.8,1,1,2,0,63,5,True
40,0.2,0.8,1,1,2,0,64,11,True
40,0.2,0.8,1,1,2,0,65,9,True
40,0.2,0.8,1,1,2,0,66,11,True
40,0.2,0.8,1,1,2,0,67,6,True
40,0.2,0.8,1,1,2,0,68,8,True
40,0.2,0.8,1,1,2,0,69,6,True
40,0.2,0.8,1,1,2,0,70,11,True
40,0.2,0.8,1,1,2,0,71,4,True
40,0.2,0.8,1,1,2,0,72,6,True
40,0.2,0.8,1,1,2,0,73,11,True
40,0.2,0.8,1,1,2,0,74,7,True
40,0.2,0.8,1,1,2,0,75,14,True
40,0.2,0.8,1,1,2,0,76,11,True
40,0.2,0.8,1,1,2,0,77,7,True
40,0.2,0.8,1,1,2,0,78,13,True
40,0.2,0.8,1,1,2,0,79,9,True
40,0.2,0.8,1,1,2,0,80,5,True
40,0.2,0.8,1,1,2,0,81,10,True
40,0.2,0.8,1,1,2,0,82,7,True
40,0.2,0.8,1,1,2,0,83,6,True
40,0.2,0.8,1,1,2,0,84,9,True
40,0.2,0.8,1,1,2,0,85,10,True
40,0.2,0.8,1,1,2,0,86,9,True
40,0.2,0.8,1,1,2,0,87,8,True
40,0.2,0.8,1,1,2,0,88,7,True
40,0.2,0.8,1,1,2,0,89,18,True
40,0.2,0.8,1,1,2,0,90,5,True
40,0.2,0.8,1,1,2,0,91,5,True
40,0.2,0.8,1,1,2,0,92,6,True
40,0.2,0.8,1,1,2,0,93,8,True
40,0.2,0.8,1,1,2,0,94,6,True
40,0.2,0.8,1,1,2,0,95,5,True
40,0.2,0.8,1,1,2,0,96,9,True
40,0.2,0.8,1,1,2,0,97,3,True
40,0.2,0.8,1,1,2,0,98,6,True
40,0.2,0.8,1,1,2,0,99,9,True
40,0.2,0.8,1,1,2,0,100,5,True
40,0.2,0.8,1,1,2,0,101,3,True
40,0.2,0.8,1,1,2,0,102,5,True
40,0.2,0.8,1,1,2,0,103,7,True
40,0.2,0.8,1,1,2,0,104,8,True
40,0.2,0.8,1,1,2,0,105,3,True
40,0.2,0.8,1,1,2,0,106,6,True
40,0.2,0.8,1,1,2,0,107,8,True
40,0.2,0.8,1,1,2,0,108,9,True
40,0.2,0.8,1,1,2,0,109,5,True
40,0.2,0.8,1,1,2,0,110,5,True
40,0.2,0.8,1,1,2,0,111,9,True
40,0.2,0.8,1,1,2,0,112,8,True
40,0.2,0.8,1,1,2,0,113,6,True
40,0.2,0.8,1,1,2,0,114,6,True
40,0.2,0.8,1,1,2,0,115,14,True
40,0.2,0.8,1,1,2,0,116,4,True
40,0.2,0.8,1,1,2,0,117,4,True
40,0.2,0.8,1,1,2,0,118,6,True
40,0.2,0.8,1,1,2,0,119,12,True
40,0.2,0.8,1,1,2,0,120,4,True
40,0.2,0.8,1,1,2,0,121,9,True
40,0.2,0.8,1,1,2,0,122,8,True
40,0.2,0.8,1,1,2,0,123,16,True
40,0.2,0.8,1,1,2,0,124,5,True
40,0.2,0.8,1,1,2,0,125,7,True
40,0.2,0.8,1,1,2,0,126,6,True
40,0.2,0.8,1,1,2,0,127,4,True
40,0.2,0.8,1,1,2,0,128,12,True
40,0.2,0.8,1,1,2,0,129,6,True
40,0.2,0.8,1,1,2,0,130,12,True
40,0.2,0.8,1,1,2,0,131,7,True
40,0.2,0.8,1,1,2,0,132,8,True
40,0.2,0.8,1,1,2,0,133,7,True
40,0.2,0.8,1,1,2,0,134,6,True
40,0.2,0.8,1,1,2,0,135,7,True
40,0.2,0.8,1,1,2,0,136,13,True
40,0.2,0.8,1,1,2,0,137,9,True
40,0.2,0.8,1,1,2,0,138,9,True
40,0.2,0.8,1,1,2,0,139,6,True
40,0.2,0.8,1,1,2,0,140,12,True
40,0.2,0.8,1,1,2,0,141,7,True
40,0.2,0.8,1,1,2,0,142,6,True
40,0.2,0.8,1,1,2,0,143,5,True
40,0.2,0.8,1,1,2,0,144,13,True
40,0.2,0.8,1,1,2,0,145,9,True
40,0.2,0.8,1,1,2,0,146,6,True
40,0.2,0.8,1,1,2,0,147,8,True
40,0.2,0.8,1,1,2,0,148,5,True
40,0.2,0.8,1,1,2,0,149,13,True
40,0.2,0.8,1,1,2,0,150,8,True
40,0.2,0.8,1,1,2,0,151,11,True
40,0.2,0.8,1,1,2,0,152,6,True
40,0.2,0.8,1,1,2,0,153,11,True
40,0.2,0.8,1,1,2,0,154,10,True
40,0.2,0.8,1,1,2,0,155,8,True
40,0.2,0.8,1,1,2,0,156,10,True
40,0.2,0.8,1,1,2,0,157,5,True
40,0.2,0.8,1,1,2,0,158,8,True
40,0.2,0.8,1,1,2,0,159,9,True
40,0.2,0.8,1,1,2,0,160,6,True
40,0.2,0.8,1,1,2,0,161,6,True
40,0.2,0.8,1,1,2,0,162,7,True
40,0.2,0.8,1,1,2,0,163,4,True
40,0.2,0.8,1,1,2,0,164,7,True
40,0.2,0.8,1,1,2,0,165,5,True
40,0.2,0.8,1,1,2,0,166,5,True
40,0.2,0.8,1,1,2,0,167,6,True
40,0.2,0.8,1,1,2,0,168,6,True
40,0.2,0.8,1,1,2,0,169,14,True
40,0.2,0.8,1,1,2,0,170,13,True
40,0.2,0.8,1,1,2,0,171,9,True
40,0.2,0.8,1,1,2,0,172,7,True
40,0.2,0.8,1,1,2,0,173,12,True
40,0.2,0.8,1,1,2,0,174,5,True
40,0.2,0.8,1,1,2,0,175,7,True
40,0.2,0.8,1,1,2,0,176,6,True
40,0.2,0.8,1,1,2,0,177,7,True
40,0.2,0.8,1,1,2,0,178,6,True
40,0.2,0.8,1,1,2,0,179,14,True
40,0.2,0.8,1,1,2,0,180,14,True
40,0.2,0.8,1,1,2,0,181,8,True
40,0.2,0.8,1,1,2,0,182,7,True
40,0.2,0.8,1,1,2,0,183,4,True
40,0.2,0.8,1,1,2,0,184,11,True
40,0.2,0.8,1,1,2,0,185,13,True
40,0.2,0.8,1,1,2,0,186,13,True
40,0.2,0.8,1,1,2,0,187,12,True
40,0.2,0.8,1,1,2,0,188,6,True
40,0.2,0.8,1,1,2,0,189,6,True
40,0.2,0.8,1,1,2,0,190,13,True
40,0.2,0.8,1,1,2,0,191,12,True
40,0.2,0.8,1,1,2,0,192,5,True
40,0.2,0.8,1,1,2,0,193,9,True
40,0.2,0.8,1,1,2,0,194,9,True
40,0.2,0.8,1,1,2,0,195,5,True
40,0.2,0.8,1,1,2,0,196,6,True
40,0.2,0.8,1,1,2,0,197,4,True
40,0.2,0.8,1,1,2,0,198,10,True
40,0.2,0.8,1,1,2,0,199,5,True
40,0.2,0.8,1,1,2,0,200,9,True
40,0.2,0.8,1,1,2,0,201,10,True
40,0.2,0.8,1,1,2,0,202,8,True
40,0.2,0.8,1,1,2,0,203,5,True
40,0.2,0.8,1,1,2,0,204,4,True
40,0.2,0.8,1,1,2,0,205,7,True
40,0.2,0.8,1,1,2,0,206,4,True
40,0.2,0.8,1,1,2,0,207,6,True
40,0.2,0.8,1,1,2,0,208,10,True
40,0.2,0.8,1,1,2,0,209,8,True
40,0.2,0.8,1,1,2,0,210,10,True
40,0.2,0.8,1,1,2,0,211,12,True
40,0.2,0.8,1,1,2,0,212,13,True
40,0.2,0.8,1,1,2,0,213,4,True
40,0.2,0.8,1,1,2,0,214,13,True
40,0.2,0.8,1,1,2,0,215,4,True
40,0.2,0.8,1,1,2,0,216,5,True
40,0.2,0.8,1,1,2,0,217,10,True
40,0.2,0.8,1,1,2,0,218,12,True
40,0.2,0.8,1,1,2,0,219,13,True
40,0.2,0.8,1,1,2,0,220,3,True
40,0.2,0.8,1,1,2,0,221,5,True
40,0.2,0.8,1,1,2,0,222,4,True
40,0.2,0.8,1,1,2,0,223,8,True
40,0.2,0.8,1,1,2,0,224,5,True
40,0.2,0.8,1,1,2,0,225,7,True
40,0.2,0.8,1,1,2,0,226,7,True
40,0.2,0.8,1,1,2,0,227,13,True
40,0.2,0.8,1,1,2,0,228,7,True
40,0.2,0.8,1,1,2,0,229,11,True
40,0.2,0.8,1,1,2,0,230,4,True
40,0.2,0.8,1,1,2,0,231,7,True
40,0.2,0.8,1,1,2,0,232,11,True
40,0.2,0.8,1,1,2,0,233,8,True
40,0.2,0.8,1,1,2,0,234,9,True
40,0.2,0.8,1,1,2,0,235,7,True
40,0.2,0.8,1,1,2,0,236,8,True
40,0.2,0.8,1,1,2,0,237,13,True
40,0.2,0.8,1,1,2,0,238,4,True
40,0.2,0.8,1,1,2,0,239,6,True
40,0.2,0.8,1,1,2,0,240,8,True
40,0.2,0.8,1,1,2,0,241,7,True
40,0.2,0.8,1,1,2,0,242,10,True
40,0.2,0.8,1,1,2,0,243,9,True
40,0.2,0.8,1,1,2,0,244,5,True
40,0.2,0.8,1,1,2,0,245,7,True
40,0.2,0.8,1,1,2,0,246,7,True
40,0.2,0.8,1,1,2,0,247,5,True
40,0.2,0.8,1,1,2,0,248,7,True
