sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations,status_undetermined
20,0.2,0.8,1,1,2,0,0,4,True
20,0.2,0.8,1,1,2,0,1,4,True
20,0.2,0.8,1,1,2,0,2,1,True
20,0.2,0.8,1,1,2,0,3,4,True
20,0.2,0.8,1,1,2,0,4,3,True
20,0.2,0.8,1,1,2,0,5,4,True
20,0.2,0.8,1,1,2,0,6,4,True
20,0.2,0.8,1,1,2,0,7,4,True
20,0.2,0.8,1,1,2,0,8,2,True
20,0.2,0.8,1,1,2,0,9,2,True
20,0.2,0.8,1,1,2,0,10,4,True
20,0.2,0.8,1,1,2,0,11,4,True
20,0.2,0.8,1,1,2,0,12,3,True
20,0.2,0.8,1,1,2,0,13,12,True
20,0.2,0.8,1,1,2,0,14,5,True
20,0.2,0.8,1,1,2,0,15,3,True
20,0.2,0.8,1,1,2,0,16,6,True
20,0.2,0.8,1,1,2,0,17,2,True
20,0.2,0.8,1,1,2,0,18,1,True
20,0.2,0.8,1,1,2,0,19,7,True
20,0.2,0.8,1,1,2,0,20,7,True
20,0.2,0.8,1,1,2,0,21,2,True
20,0.2,0.8,1,1,2,0,22,4,True
20,0.2,0.8,1,1,2,0,23,11,True
20,0.2,0.8,1,1,2,0,24,5,True
20,0.2,0.8,1,1,2,0,25,3,True
20,0.2,0.8,1,1,2,0,26,5,True
20,0.2,0.8,1,1,2,0,27,2,True
20,0.2,0.8,1,1,2,0,28,2,True
20,0.2,0.8,1,1,2,0,29,8,True
20,0.2,0.8,1,1,2,0,30,4,True
20,0.2,0.8,1,1,2,0,31,6,True
20,0.2,0.8,1,1,2,0,32,2,True
20,0.2,0.8,1,1,2,0,33,4,True
20,0.2,0.8,1,1,2,0,34,4,True
20,0.2,0.8,1,1,2,0,35,2,True
20,0.2,0.8,1,1,2,0,36,5,True
20,0.2,0.8,1,1,2,0,37,2,True
20,0.2,0.8,1,1,2,0,38,2,True
20,0.2,0.8,1,1,2,0,39,1,True
20,0.2,0.8,1,1,2,0,40,10,True
20,0.2,0.8,1,1,2,0,41,3,True
20,0.2,0.8,1,1,2,0,42,5,True
20,0.2,0.8,1,1,2,0,43,4,True
20,0.2,0.8,1,1,2,0,44,6,True
20,0.2,0.8,1,1,2,0,45,4,True
20,0.2,0.8,1,1,2,0,46,21,True
20,0.2,0.8,1,1,2,0,47,2,True
20,0.2,0.8,1,1,2,0,48,8,True
20,0.2,0.8,1,1,2,0,49,3,True
20,0.2,0.8,1,1,2,0,50,3,True
20,0.2,0.8,1,1,2,0,51,8,True
20,0.2,0.8,1,1,2,0,52,3,True
20,0.2,0.8,1,1,2,0,53,2,True
20,0.2,0.8,1,1,2,0,54,2,True
20,0.2,0.8,1,1,2,0,55,3,True
20,0.2,0.8,1,1,2,0,56,3,True
20,0.2,0.8,1,1,2,0,57,2,True
20,0.2,0.8,1,1,2,0,58,4,True
20,0.2,0.8,1,1,2,0,59,1,True
20,0.2,0.8,1,1,2,0,60,4,True
20,0.2,0.8,1,1,2,0,61,5,True
20,0.2,0.8,1,1,2,0,62,6,True
20,0.2,0.8,1,1,2,0,63,6,True
20,0.2,0.8,1,1,2,0,64,3,True
20,0.2,0.8,1,1,2,0,65,3,True
20,0.2,0.8,1,1,2,0,66,8,True
20,0.2,0.8,1,1,2,0,67,4,True
20,0.2,0.8,1,1,2,0,68,5,True
20,0.2,0.8,1,1,2,0,69,9,True
20,0.2,0.8,1,1,2,0,70,5,True
20,0.2,0.8,1,1,2,0,71,5,True
20,0.2,0.8,1,1,2,0,72,11,True
20,0.2,0.8,1,1,2,0,73,10,True
20,0.2,0.8,1,1,2,0,74,4,True
20,0.2,0.8,1,1,2,0,75,6,True
20,0.2,0.8,1,1,2,0,76,9,True
20,0.2,0.8,1,1,2,0,77,4,True
20,0.2,0.8,1,1,2,0,78,2,True
20,0.2,0.8,1,1,2,0,79,8,True
20,0.2,0.8,1,1,2,0,80,2,True
20,0.2,0.8,1,1,2,0,81,9,True
20,0.2,0.8,1,1,2,0,82,5,True
20,0.2,0.8,1,1,2,0,83,4,True
20,0.2,0.8,1,1,2,0,84,3,True
20,0.2,0.8,1,1,2,0,85,7,True
20,0.2,0.8,1,1,2,0,86,5,True
20,0.2,0.8,1,1,2,0,87,5,True
20,0.2,0.8,1,1,2,0,88,5,True
20,0.2,0.8,1,1,2,0,89,12,True
20,0.2,0.8,1,1,2,0,90,6,True
20,0.2,0.8,1,1,2,0,91,4,True
20,0.2,0.8,1,1,2,0,92,13,True
20,0.2,0.8,1,1,2,0,93,3,True
20,0.2,0.8,1,1,2,0,94,5,True
20,0.2,0.8,1,1,2,0,95,5,True
20,0.2,0.8,1,1,2,0,96,3,True
20,0.2,0.8,1,1,2,0,97,5,True
20,0.2,0.8,1,1,2,0,98,2,True
20,0.2,0.8,1,1,2,0,99,8,True
20,0.2,0.8,1,1,2,0,100,4,True
20,0.2,0.8,1,1,2,0,101,2,True
20,0.2,0.8,1,1,2,0,102,5,True
20,0.2,0.8,1,1,2,0,103,2,True
20,0.2,0.8,1,1,2,0,104,4,True
20,0.2,0.8,1,1,2,0,105,3,True
20,0.2,0.8,1,1,2,0,106,3,True
20,0.2,0.8,1,1,2,0,107,2,True
20,0.2,0.8,1,1,2,0,108,7,True
20,0.2,0.8,1,1,2,0,109,2,True
20,0.2,0.8,1,1,2,0,110,3,True
20,0.2,0.8,1,1,2,0,111,6,True
20,0.2,0.8,1,1,2,0,112,27,True
20,0.2,0.8,1,1,2,0,113,5,True
20,0.2,0.8,1,1,2,0,114,3,True
20,0.2,0.8,1,1,2,0,115,12,True
20,0.2,0.8,1,1,2,0,116,5,True
20,0.2,0.8,1,1,2,0,117,9,True
20,0.2,0.8,1,1,2,0,118,7,True
20,0.2,0.8,1,1,2,0,119,8,True
20,0.2,0.8,1,1,2,0,120,16,True
20,0.2,0.8,1,1,2,0,121,5,True
20,0.2,0.8,1,1,2,0,122,2,True
20,0.2,0.8,1,1,2,0,123,6,True
20,0.2,0.8,1,1,2,0,124,4,True
20,0.2,0.8,1,1,2,0,125,3,True
20,0.2,0.8,1,1,2,0,126,5,True
20,0.2,0.8,1,1,2,0,127,9,True
20,0.2,0.8,1,1,2,0,128,2,True
20,0.2,0.8,1,1,2,0,129,7,True
20,0.2,0.8,1,1,2,0,130,5,True
20,0.2,0.8,1,1,2,0,131,6,True
20,0.2,0.8,1,1,2,0,132,4,True
20,0.2,0.8,1,1,2,0,133,4,True
20,0.2,0.8,1,1,2,0,134,6,True
20,0.2,0.8,1,1,2,0,135,4,True
20,0.2,0.8,1,1,2,0,136,3,True
20,0.2,0.8,1,1,2,0,137,3,True
20,0.2,0.8,1,1,2,0,138,3,True
