sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations
10,0.2,0.8,1,1,4.5,0,0,49
10,0.2,0.8,1,1,4.5,0,1,49
10,0.2,0.8,1,1,4.5,0,2,49
10,0.2,0.8,1,1,4.5,0,3,49
10,0.2,0.8,1,1,4.5,0,4,49
10,0.2,0.8,1,1,4.5,0,5,49
10,0.2,0.8,1,1,4.5,0,6,49
10,0.2,0.8,1,1,4.5,0,7,49
10,0.2,0.8,1,1,4.5,0,8,49
10,0.2,0.8,1,1,4.5,0,9,49
10,0.2,0.8,1,1,4.5,0,10,49
10,0.2,0.8,1,1,4.5,0,11,49
10,0.2,0.8,1,1,4.5,0,12,49
10,0.2,0.8,1,1,4.5,0,13,49
10,0.2,0.8,1,1,4.5,0,14,49
10,0.2,0.8,1,1,4.5,0,15,49
10,0.2,0.8,1,1,4.5,0,16,49
10,0.2,0.8,1,1,4.5,0,17,49
10,0.2,0.8,1,1,4.5,0,18,49
10,0.2,0.8,1,1,4.5,0,19,49
10,0.2,0.8,1,1,4.5,0,20,49
10,0.2,0.8,1,1,4.5,0,21,49
10,0.2,0.8,1,1,4.5,0,22,49
10,0.2,0.8,1,1,4.5,0,23,49
10,0.2,0.8,1,1,4.5,0,24,49
10,0.2,0.8,1,1,4.5,0,25,49
10,0.2,0.8,1,1,4.5,0,26,49
10,0.2,0.8,1,1,4.5,0,27,49
10,0.2,0.8,1,1,4.5,0,28,49
10,0.2,0.8,1,1,4.5,0,29,49
10,0.2,0.8,1,1,4.5,0,30,49
10,0.2,0.8,1,1,4.5,0,31,49
10,0.2,0.8,1,1,4.5,0,32,49
10,0.2,0.8,1,1,4.5,0,33,49
10,0.2,0.8,1,1,4.5,0,34,49
10,0.2,0.8,1,1,4.5,0,35,49
10,0.2,0.8,1,1,4.5,0,36,49
10,0.2,0.8,1,1,4.5,0,37,49
10,0.2,0.8,1,1,4.5,0,38,49
10,0.2,0.8,1,1,4.5,0,39,49
10,0.2,0.8,1,1,4.5,0,40,49
10,0.2,0.8,1,1,4.5,0,41,49
10,0.2,0.8,1,1,4.5,0,42,49
10,0.2,0.8,1,1,4.5,0,43,49
10,0.2,0.8,1,1,4.5,0,44,49
10,0.2,0.8,1,1,4.5,0,45,49
10,0.2,0.8,1,1,4.5,0,46,49
10,0.2,0.8,1,1,4.5,0,47,49
10,0.2,0.8,1,1,4.5,0,48,49
10,0.2,0.8,1,1,4.5,0,49,49
10,0.2,0.8,1,1,4.5,0,50,49
10,0.2,0.8,1,1,4.5,0,51,49
10,0.2,0.8,1,1,4.5,0,52,49
10,0.2,0.8,1,1,4.5,0,53,49
10,0.2,0.8,1,1,4.5,0,54,49
10,0.2,0.8,1,1,4.5,0,55,49
10,0.2,0.8,1,1,4.5,0,56,49
10,0.2,0.8,1,1,4.5,0,57,49
10,0.2,0.8,1,1,4.5,0,58,49
10,0.2,0.8,1,1,4.5,0,59,49
10,0.2,0.8,1,1,4.5,0,60,49
10,0.2,0.8,1,1,4.5,0,61,49
10,0.2,0.8,1,1,4.5,0,62,49
10,0.2,0.8,1,1,4.5,0,63,49
10,0.2,0.8,1,1,4.5,0,64,49
10,0.2,0.8,1,1,4.5,0,65,49
10,0.2,0.8,1,1,4.5,0,66,49
10,0.2,0.8,1,1,4.5,0,67,49
10,0.2,0.8,1,1,4.5,0,68,49
10,0.2,0.8,1,1,4.5,0,69,49
10,0.2,0.8,1,1,4.5,0,70,49
10,0.2,0.8,1,1,4.5,0,71,49
10,0.2,0.8,1,1,4.5,0,72,49
10,0.2,0.8,1,1,4.5,0,73,49
10,0.2,0.8,1,1,4.5,0,74,49
10,0.2,0.8,1,1,4.5,0,75,49
10,0.2,0.8,1,1,4.5,0,76,49
10,0.2,0.8,1,1,4.5,0,77,49
10,0.2,0.8,1,1,4.5,0,78,49
10,0.2,0.8,1,1,4.5,0,79,49
10,0.2,0.8,1,1,4.5,0,80,49
10,0.2,0.8,1,1,4.5,0,81,49
10,0.2,0.8,1,1,4.5,0,82,49
10,0.2,0.8,1,1,4.5,0,83,49
10,0.2,0.8,1,1,4.5,0,84,49
10,0.2,0.8,1,1,4.5,0,85,49
10,0.2,0.8,1,1,4.5,0,86,49
10,0.2,0.8,1,1,4.5,0,87,49
10,0.2,0.8,1,1,4.5,0,88,49
10,0.2,0.8,1,1,4.5,0,89,49
10,0.2,0.8,1,1,4.5,0,90,49
10,0.2,0.8,1,1,4.5,0,91,49
10,0.2,0.8,1,1,4.5,0,92,49
10,0.2,0.8,1,1,4.5,0,93,49
10,0.2,0.8,1,1,4.5,0,94,49
10,0.2,0.8,1,1,4.5,0,95,49
10,0.2,0.8,1,1,4.5,0,96,49
10,0.2,0.8,1,1,4.5,0,97,49
10,0.2,0.8,1,1,4.5,0,98,49
10,0.2,0.8,1,1,4.5,0,99,49
10,0.2,0.8,1,1,4.5,0,100,49
10,0.2,0.8,1,1,4.5,0,101,49
10,0.2,0.8,1,1,4.5,0,102,49
10,0.2,0.8,1,1,4.5,0,103,49
10,0.2,0.8,1,1,4.5,0,104,49
10,0.2,0.8,1,1,4.5,0,105,49
10,0.2,0.8,1,1,4.5,0,106,49
10,0.2,0.8,1,1,4.5,0,107,49
10,0.2,0.8,1,1,4.5,0,108,49
10,0.2,0.8,1,1,4.5,0,109,49
10,0.2,0.8,1,1,4.5,0,110,49
10,0.2,0.8,1,1,4.5,0,111,49
10,0.2,0.8,1,1,4.5,0,112,49
10,0.2,0.8,1,1,4.5,0,113,49
10,0.2,0.8,1,1,4.5,0,114,49
10,0.2,0.8,1,1,4.5,0,115,49
10,0.2,0.8,1,1,4.5,0,116,49
10,0.2,0.8,1,1,4.5,0,117,49
10,0.2,0.8,1,1,4.5,0,118,49
10,0.2,0.8,1,1,4.5,0,119,49
10,0.2,0.8,1,1,4.5,0,120,49
10,0.2,0.8,1,1,4.5,0,121,49
10,0.2,0.8,1,1,4.5,0,122,49
10,0.2,0.8,1,1,4.5,0,123,49
10,0.2,0.8,1,1,4.5,0,124,49
10,0.2,0.8,1,1,4.5,0,125,49
